City,Country,Order Date,Product,Region,Segment,Ship Mode,State,Profit/Loss,Sales,Sl.No
Korba,INDIA,22-12-2015,Eggs,North,Groceries,Home Delivery,Bihar,738,4284,1068
Korba,INDIA,07-11-2018,Vegetables,North,Groceries,Home Delivery,Bihar,1312,3948,1053
Surat,INDIA,27-08-2015,Detergents,North,Groceries,Home Delivery,Bihar,2378,7056,1047
Korba,INDIA,06-10-2018,Milk,North,Groceries,Home Delivery,Chattisghar,1269,4368,98
Ananthpur,INDIA,11-09-2018,Eggs,North,Groceries,Home Delivery,Delhi,3608,28224,1031
Ananthpur,INDIA,01-09-2015,Ice- creams,North,Groceries,Home Delivery,Delhi,11562,31416,1142
Ahmedabad,INDIA,05-08-2017,Fruits,North,Groceries,Home Delivery,Gujrat,1494,3360,303
Ahmedabad,INDIA,29-05-2018,Ketchups,North,Groceries,Home Delivery,Gujrat,3116,7140,936
Surat,INDIA,27-09-2017,Fish,North,Groceries,Home Delivery,Gujrat,1371,3024,107
Gurgaon,INDIA,31-03-2018,Eggs,North,Groceries,Home Delivery,Haryana,1062,6468,299
Gurgaon,INDIA,31-05-2017,Fruits,North,Groceries,Home Delivery,Haryana,738,3108,1038
Gurgaon,INDIA,12-08-2017,Fruits,North,Groceries,Home Delivery,Haryana,1149,23520,25
Gurgaon,INDIA,31-05-2017,Ice- creams,North,Groceries,Home Delivery,Haryana,1076,3108,38
Gurgaon,INDIA,24-02-2015,Milk,North,Groceries,Home Delivery,Haryana,1219,25956,130
Gurgaon,INDIA,29-08-2017,Milk,North,Groceries,Home Delivery,Haryana,48,1764,62
Gurgaon,INDIA,13-03-2017,Soft-drink,North,Groceries,Home Delivery,Haryana,3854,21756,1366
Gurgaon,INDIA,25-09-2016,Vegetables,North,Groceries,Home Delivery,Haryana,1065,11508,314
Rewari,INDIA,25-08-2018,Vegetables,North,Groceries,Home Delivery,Haryana,410,840,811
Jamshedpur,INDIA,29-12-2018,Meat,North,Groceries,Home Delivery,Jharkhand,1148,2604,943
Jamshedpur,INDIA,07-08-2016,Milk,North,Groceries,Home Delivery,Jharkhand,984,8064,843
Jamshedpur,INDIA,18-12-2018,Vegetables,North,Groceries,Home Delivery,Jharkhand,1200,3612,356
Jamshedpur,INDIA,29-12-2018,Yogurt,North,Groceries,Home Delivery,Jharkhand,1148,2604,1943
Ranchi,INDIA,06-12-2016,Meat,North,Groceries,Home Delivery,Jharkhand,1490,12348,328
Ranchi,INDIA,22-11-2015,Vegetables,North,Groceries,Home Delivery,Jharkhand,1017,7896,171
Ranchi,INDIA,18-03-2016,Vegetables,North,Groceries,Home Delivery,Jharkhand,1476,4368,1294
Ranchi,INDIA,07-02-2018,Vegetables,North,Groceries,Home Delivery,Jharkhand,6068,25788,1005
Agra,INDIA,21-11-2018,Beverages,North,Groceries,Home Delivery,Madhya Pradesh,0,9408,1832
Agra,INDIA,28-09-2015,Bread,North,Groceries,Home Delivery,Madhya Pradesh,13940,158928,1044
Agra,INDIA,24-02-2015,Meat,North,Groceries,Home Delivery,Madhya Pradesh,4756,44100,1132
Agra,INDIA,02-09-2015,Meat,North,Groceries,Home Delivery,Madhya Pradesh,492,8484,804
Agra,INDIA,25-08-2016,Milk,North,Groceries,Home Delivery,Madhya Pradesh,2460,7980,889
Agra,INDIA,17-07-2017,Milk,North,Groceries,Home Delivery,Madhya Pradesh,1326,16044,58
Agra,INDIA,20-06-2016,Vegetables,North,Groceries,Home Delivery,Madhya Pradesh,,182028,1014
Surat,INDIA,11-10-2016,Soft-drink,North,Groceries,Home Delivery,Mizoram,9020,56112,1863
Bilaspur,INDIA,09-06-2015,Meat,North,Groceries,Home Delivery,Nagaland,492,2100,1165
Amritsar,INDIA,02-08-2016,Butter,North,Groceries,Home Delivery,Punjab,2540,20666,1008
Amritsar,INDIA,03-11-2018,Detergents,North,Groceries,Home Delivery,Punjab,1469,15365,20
Amritsar,INDIA,28-09-2015,Ice- creams,North,Groceries,Home Delivery,Punjab,1383,10248,45
Amritsar,INDIA,09-06-2018,Vegetables,North,Groceries,Home Delivery,Punjab,1177,6216,124
Ludhiyana,INDIA,03-12-2018,Detergents,North,Groceries,Home Delivery,Punjab,1378,2100,284
Ludhiyana,INDIA,17-02-2018,Ketchups,North,Groceries,Home Delivery,Punjab,656,7224,997
Jaipur,INDIA,02-04-2018,Butter,North,Groceries,Home Delivery,Rajasthan,492,6048,1051
Jaipur,INDIA,01-08-2017,Eggs,North,Groceries,Home Delivery,Rajasthan,36982,84252,1091
Jaipur,INDIA,31-01-2016,Meat,North,Groceries,Home Delivery,Rajasthan,1017,2772,240
Jaipur,INDIA,04-12-2015,Soft-drink,North,Groceries,Home Delivery,Rajasthan,1435,4452,116
Udaipur,INDIA,24-11-2016,Detergents,North,Groceries,Home Delivery,Rajasthan,10250,49476,1318
Udaipur,INDIA,26-01-2016,Eggs,North,Groceries,Home Delivery,Rajasthan,984,11088,1902
Udaipur,INDIA,13-03-2017,Meat,North,Groceries,Home Delivery,Rajasthan,1886,7308,1362
Udaipur,INDIA,24-10-2018,Mutton,North,Groceries,Home Delivery,Rajasthan,1476,5964,1360
Udaipur,INDIA,25-08-2016,Soft-drink,North,Groceries,Home Delivery,Rajasthan,902,3108,1801
Udaipur,INDIA,28-12-2016,Soft-drink,North,Groceries,Home Delivery,Rajasthan,328,9996,1996
Udaipur,INDIA,13-03-2017,Vegetables,North,Groceries,Home Delivery,Rajasthan,1073,7308,362
Lucknow,INDIA,14-08-2017,Bread,North,Groceries,Home Delivery,Uttar Pradesh,1074,5292,33
Lucknow,INDIA,14-06-2017,Detergents,North,Groceries,Home Delivery,Uttar Pradesh,,174636,1156
Lucknow,INDIA,25-04-2018,Eggs,North,Groceries,Home Delivery,Uttar Pradesh,7626,33852,1073
Lucknow,INDIA,13-03-2018,Ketchups,North,Groceries,Home Delivery,Uttar Pradesh,23944,66192,1086
Lucknow,INDIA,01-09-2016,Vegetables,North,Groceries,Home Delivery,Uttar Pradesh,20746,53088,1185
Noida,INDIA,28-10-2016,Alluminium Foil,North,Groceries,Home Delivery,Uttar Pradesh,7216,20580,1332
Noida,INDIA,15-09-2018,Detergents,North,Groceries,Home Delivery,Uttar Pradesh,2214,51912,1339
Noida,INDIA,04-06-2017,Fruits,North,Groceries,Home Delivery,Uttar Pradesh,7298,8484,935
Noida,INDIA,18-07-2016,Milk,North,Groceries,Home Delivery,Uttar Pradesh,,201852,1354
Noida,INDIA,28-10-2016,Milk,North,Groceries,Home Delivery,Uttar Pradesh,1376,20580,332
Ahmedabad,INDIA,02-09-2017,Milk,North,Groceries,Home Delivery,Uttrakhand,9266,49896,1881
Kolkata,INDIA,13-03-2018,Beverages,North,Groceries,Home Delivery,West Bengal,5986,26712,1088
Kolkata,INDIA,04-12-2015,Detergents,North,Groceries,Home Delivery,West Bengal,10578,31836,1115
Kolkata,INDIA,31-08-2016,Detergents,North,Groceries,Home Delivery,West Bengal,42312,234696,1083
Kolkata,INDIA,13-03-2018,Detergents,North,Groceries,Home Delivery,West Bengal,2542,42924,1085
Kolkata,INDIA,28-04-2016,Eggs,North,Groceries,Home Delivery,West Bengal,2788,6972,813
Kolkata,INDIA,18-12-2018,Eggs,North,Groceries,Home Delivery,West Bengal,328,21084,1355
Kolkata,INDIA,13-05-2015,Fruits,North,Groceries,Home Delivery,West Bengal,574,2100,823
Kolkata,INDIA,27-06-2018,Ketchups,North,Groceries,Home Delivery,West Bengal,1156,2856,135
Kolkata,INDIA,26-11-2018,Ketchups,North,Groceries,Home Delivery,West Bengal,2788,19068,1052
Kolkata,INDIA,13-03-2018,Milk,North,Groceries,Home Delivery,West Bengal,1292,42924,85
Kolkata,INDIA,16-12-2018,Soft-drink,North,Groceries,Home Delivery,West Bengal,9020,21924,1194
Kolkata,INDIA,03-03-2016,Vegetables,North,Groceries,Home Delivery,West Bengal,2214,8232,947
Kolkata,INDIA,31-08-2016,Vegetables,North,Groceries,Home Delivery,West Bengal,10000,190000,83
Kolkata,INDIA,14-11-2016,Vegetables,North,Groceries,Home Delivery,West Bengal,574,2100,1101
Kolkata,INDIA,16-12-2018,Vegetables,North,Groceries,Home Delivery,West Bengal,1354,10836,193
Chennai,INDIA,30-06-2016,Ethnic Wear,South,Fashion,Home Delivery,Tamil Nadu,738,4452,1567
Chennai,INDIA,16-07-2018,Western Wear,South,Fashion,Home Delivery,Tamil Nadu,1312,5460,1519
Vizak,INDIA,02-12-2016,Accessories,South,Fashion,Home Delivery,Telagana,410,43008,1624
Vizak,INDIA,16-04-2017,Ethnic Wear,South,Fashion,Home Delivery,Telagana,16400,76440,1536
Vizak,INDIA,08-08-2018,Ethnic Wear,South,Fashion,Home Delivery,Telagana,3198,8652,1772
Vizak,INDIA,12-11-2018,Ethnic Wear,South,Fashion,Home Delivery,Telagana,82,1596,1711
Vizak,INDIA,31-03-2017,Foot Wear,South,Fashion,Home Delivery,Telagana,0,29904,1649
Vizak,INDIA,04-09-2018,Foot Wear,South,Fashion,Home Delivery,Telagana,1476,4368,1563
Ananthpur,INDIA,10-09-2018,Batteries,South,Groceries,Home Delivery,Andra Pradesh,1030,4620,349
Ananthpur,INDIA,22-12-2015,Butter,South,Groceries,Home Delivery,Andra Pradesh,1244,8988,69
Ananthpur,INDIA,13-04-2018,Detergents,South,Groceries,Home Delivery,Andra Pradesh,1415,2520,347
Ananthpur,INDIA,24-11-2016,Milk,South,Groceries,Home Delivery,Andra Pradesh,1492,24108,321
Ananthpur,INDIA,18-12-2018,Vegetables,South,Groceries,Home Delivery,Andra Pradesh,2806,53088,357
Bangalore,INDIA,07-02-2018,Batteries,South,Groceries,Home Delivery,Karnataka,0,32676,1002
Bangalore,INDIA,07-02-2018,Beverages,South,Groceries,Home Delivery,Karnataka,1485,32676,2
Bangalore,INDIA,15-09-2018,Butter,South,Groceries,Home Delivery,Karnataka,3272,94080,336
Bangalore,INDIA,19-05-2015,Milk,South,Groceries,Home Delivery,Karnataka,1080,7308,77
Bangalore,INDIA,20-12-2017,Vegetables,South,Groceries,Home Delivery,Karnataka,4182,48384,1134
Bangalore,INDIA,18-06-2018,Vegetables,South,Groceries,Home Delivery,Karnataka,1134,22512,22
Bangalore,INDIA,11-09-2018,Vegetables,South,Groceries,Home Delivery,Karnataka,2706,16212,1030
Mangalore,INDIA,16-11-2016,Fruits,South,Groceries,Home Delivery,Karnataka,15662,61740,1985
Ananthpur,INDIA,06-11-2017,Meat,South,Groceries,Home Delivery,Kerela,4838,10752,1316
Ananthpur,INDIA,13-03-2017,Milk,South,Groceries,Home Delivery,Kerela,820,5292,1365
Ananthpur,INDIA,10-09-2018,Milk,South,Groceries,Home Delivery,Kerela,2132,4620,1349
Chennai,INDIA,16-06-2016,Alluminium Foil,South,Groceries,Home Delivery,Tamil Nadu,492,4704,1799
Chennai,INDIA,23-12-2018,Cheese,South,Groceries,Home Delivery,Tamil Nadu,13530,36792,1157
Chennai,INDIA,14-06-2017,Eggs,South,Groceries,Home Delivery,Tamil Nadu,1438,7056,152
Chennai,INDIA,16-04-2018,Eggs,South,Groceries,Home Delivery,Tamil Nadu,1258,8988,50
Chennai,INDIA,10-09-2018,Fruits,South,Groceries,Home Delivery,Tamil Nadu,1066,2520,1350
Chennai,INDIA,07-02-2018,Soft-drink,South,Groceries,Home Delivery,Tamil Nadu,1722,34776,1007
Chennai,INDIA,18-11-2016,Vegetables,South,Groceries,Home Delivery,Tamil Nadu,1437,28812,229
Coimbatore,INDIA,30-06-2018,Ice- creams,South,Groceries,Home Delivery,Tamil Nadu,246,2772,1912
Hydrabad,INDIA,14-06-2015,Detergents,South,Groceries,Home Delivery,Telagana,4182,22000,1139
Hydrabad,INDIA,10-07-2018,Detergents,South,Groceries,Home Delivery,Telagana,1486,7224,79
Hydrabad,INDIA,23-04-2016,Eggs,South,Groceries,Home Delivery,Telagana,1300,8400,323
Hydrabad,INDIA,18-10-2015,Ice- creams,South,Groceries,Home Delivery,Telagana,1427,3276,108
Hydrabad,INDIA,23-04-2016,Milk,South,Groceries,Home Delivery,Telagana,1067,8484,325
Hydrabad,INDIA,14-08-2018,Milk,South,Groceries,Home Delivery,Telagana,29,1176,21
Hydrabad,INDIA,18-11-2015,Vegetables,South,Groceries,Home Delivery,Telagana,574,2436,1327
Hydrabad,INDIA,10-07-2018,Vegetables,South,Groceries,Home Delivery,Telagana,1558,7224,1079
Vizak,INDIA,13-01-2018,Eggs,South,Groceries,Home Delivery,Telagana,9020,27216,987
Vizak,INDIA,14-11-2017,Fruits,South,Groceries,Home Delivery,Telagana,7626,23772,891
Vizak,INDIA,26-12-2018,Meat,South,Groceries,Home Delivery,Telagana,15826,27048,1874
Vizak,INDIA,04-03-2015,Milk,South,Groceries,Home Delivery,Telagana,902,3528,879
Vizak,INDIA,13-01-2018,Milk,South,Groceries,Home Delivery,Telagana,9020,27216,1987
Vizak,INDIA,26-12-2018,Vegetables,South,Groceries,Home Delivery,Telagana,15826,27048,874
Ananthpur,INDIA,25-07-2016,Accessories,Central,Fashion,Take Away,Goa,3034,14028,1627
Ananthpur,INDIA,18-08-2016,Ethnic Wear,Central,Fashion,Take Away,Goa,5084,16884,1585
Ananthpur,INDIA,09-06-2018,Ethnic Wear,Central,Fashion,Take Away,Goa,1886,5124,1545
Ananthpur,INDIA,30-04-2018,Sleep Wear,Central,Fashion,Take Away,Goa,1230,2268,1634
Ananthpur,INDIA,18-08-2018,Sleep Wear,Central,Fashion,Take Away,Goa,10004,20496,1589
Ananthpur,INDIA,12-07-2017,Western Wear,Central,Fashion,Take Away,Goa,3034,11172,1558
Ananthpur,INDIA,18-08-2018,Western Wear,Central,Fashion,Take Away,Goa,1394,15624,1588
Tirupati,INDIA,17-08-2016,Ethnic Wear,Central,Fashion,Take Away,Goa,1558,7392,1755
Tirupati,INDIA,14-11-2016,Foot Wear,Central,Fashion,Take Away,Goa,328,2352,1685
Tirupati,INDIA,25-07-2017,Sleep Wear,Central,Fashion,Take Away,Goa,5412,38136,1768
Tirupati,INDIA,11-06-2018,Sleep Wear,Central,Fashion,Take Away,Goa,984,2688,1740
Tirupati,INDIA,18-07-2016,Sport Wear,Central,Fashion,Take Away,Goa,3608,24612,1743
Tirupati,INDIA,17-05-2017,Western Wear,Central,Fashion,Take Away,Goa,492,1260,1670
Tirupati,INDIA,08-08-2017,Western Wear,Central,Fashion,Take Away,Goa,12874,28056,1653
Tirupati,INDIA,25-08-2017,Western Wear,Central,Fashion,Take Away,Goa,492,1848,1676
Tirupati,INDIA,08-08-2018,Western Wear,Central,Fashion,Take Away,Goa,2050,4200,1708
Tirupati,INDIA,10-12-2018,Western Wear,Central,Fashion,Take Away,Goa,492,2352,1746
Pune,INDIA,10-01-2016,Accessories,Central,Fashion,Take Away,Maharastra,3280,14280,1598
Pune,INDIA,17-06-2018,Accessories,Central,Fashion,Take Away,Maharastra,1886,177660,1734
Pune,INDIA,11-09-2018,Accessories,Central,Fashion,Take Away,Maharastra,2296,4788,1539
Pune,INDIA,20-10-2018,Accessories,Central,Fashion,Take Away,Maharastra,7216,33264,1696
Pune,INDIA,21-12-2016,Ethnic Wear,Central,Fashion,Take Away,Maharastra,10906,124152,1645
Pune,INDIA,12-07-2017,Ethnic Wear,Central,Fashion,Take Away,Maharastra,5986,40992,1553
Pune,INDIA,10-12-2018,Ethnic Wear,Central,Fashion,Take Away,Maharastra,1312,19404,1747
Pune,INDIA,10-01-2016,Foot Wear,Central,Fashion,Take Away,Maharastra,1476,5040,1596
Pune,INDIA,24-07-2016,Foot Wear,Central,Fashion,Take Away,Maharastra,22550,34608,1520
Pune,INDIA,16-12-2017,Foot Wear,Central,Fashion,Take Away,Maharastra,902,4536,1525
Pune,INDIA,30-03-2016,Sleep Wear,Central,Fashion,Take Away,Maharastra,4510,41496,1542
Pune,INDIA,23-08-2016,Sleep Wear,Central,Fashion,Take Away,Maharastra,2214,9912,1724
Pune,INDIA,11-10-2016,Sleep Wear,Central,Fashion,Take Away,Maharastra,2624,7896,1514
Pune,INDIA,18-06-2018,Sleep Wear,Central,Fashion,Take Away,Maharastra,0,10500,1506
Pune,INDIA,23-02-2016,Sport Wear,Central,Fashion,Take Away,Maharastra,2624,12348,1611
Pune,INDIA,08-08-2017,Sport Wear,Central,Fashion,Take Away,Maharastra,164,8736,1654
Pune,INDIA,13-08-2017,Sport Wear,Central,Fashion,Take Away,Maharastra,5248,20580,1691
Pune,INDIA,24-02-2018,Sport Wear,Central,Fashion,Take Away,Maharastra,2706,6972,1759
Pune,INDIA,10-01-2016,Western Wear,Central,Fashion,Take Away,Maharastra,1640,3696,1595
Pune,INDIA,02-07-2016,Western Wear,Central,Fashion,Take Away,Maharastra,2460,13272,1660
Pune,INDIA,12-11-2017,Western Wear,Central,Fashion,Take Away,Maharastra,12710,29988,1684
Pune,INDIA,26-11-2017,Western Wear,Central,Fashion,Take Away,Maharastra,82,756,1483
Pune,INDIA,24-02-2018,Western Wear,Central,Fashion,Take Away,Maharastra,18532,39564,1758
Pune,INDIA,30-04-2018,Western Wear,Central,Fashion,Take Away,Maharastra,10168,12012,1635
Pune,INDIA,10-12-2018,Western Wear,Central,Fashion,Take Away,Maharastra,3690,7476,1744
Bubneshwar,INDIA,06-03-2016,Ethnic Wear,Central,Fashion,Take Away,Orissa,574,9996,1572
Bubneshwar,INDIA,01-06-2016,Ethnic Wear,Central,Fashion,Take Away,Orissa,4674,160356,1721
Bubneshwar,INDIA,02-12-2016,Ethnic Wear,Central,Fashion,Take Away,Orissa,20828,58212,1783
Bubneshwar,INDIA,12-10-2017,Sleep Wear,Central,Fashion,Take Away,Orissa,902,1512,1644
Bubneshwar,INDIA,25-09-2018,Sleep Wear,Central,Fashion,Take Away,Orissa,31734,75012,1922
Bubneshwar,INDIA,13-09-2015,Sport Wear,Central,Fashion,Take Away,Orissa,10578,65268,1492
Bubneshwar,INDIA,16-11-2016,Sport Wear,Central,Fashion,Take Away,Orissa,2050,5292,1693
Bubneshwar,INDIA,25-08-2017,Sport Wear,Central,Fashion,Take Away,Orissa,492,2352,1677
Bubneshwar,INDIA,11-10-2017,Sport Wear,Central,Fashion,Take Away,Orissa,15908,33264,1575
Bubneshwar,INDIA,10-12-2018,Sport Wear,Central,Fashion,Take Away,Orissa,1312,2772,1745
Bubneshwar,INDIA,29-06-2015,Western Wear,Central,Fashion,Take Away,Orissa,738,1596,1502
Bubneshwar,INDIA,07-04-2016,Western Wear,Central,Fashion,Take Away,Orissa,574,2688,1651
Bubneshwar,INDIA,11-04-2016,Western Wear,Central,Fashion,Take Away,Orissa,820,2016,1584
Bubneshwar,INDIA,30-04-2018,Western Wear,Central,Fashion,Take Away,Orissa,164,3780,1632
Bubneshwar,INDIA,01-05-2018,Western Wear,Central,Fashion,Take Away,Orissa,164,1344,1664
Bubneshwar,INDIA,18-06-2018,Western Wear,Central,Fashion,Take Away,Orissa,0,1428,1504
Bubneshwar,INDIA,06-12-2018,Western Wear,Central,Fashion,Take Away,Orissa,6068,6216,1612
Mumbai,INDIA,07-02-2018,Beverages,Central,Groceries,Take Away,Maharastra,1390,2940,3
Mumbai,INDIA,30-05-2017,Bread,Central,Groceries,Take Away,Maharastra,410,1680,1103
Mumbai,INDIA,02-05-2018,Cheese,Central,Groceries,Take Away,Maharastra,492,3108,1023
Mumbai,INDIA,20-06-2016,Detergents,Central,Groceries,Take Away,Maharastra,984,11592,1015
Mumbai,INDIA,06-10-2018,Detergents,Central,Groceries,Take Away,Maharastra,3409,67116,93
Mumbai,INDIA,30-05-2017,Fruits,Central,Groceries,Take Away,Maharastra,77,1680,103
Mumbai,INDIA,10-01-2018,Ice- creams,Central,Groceries,Take Away,Maharastra,2214,6384,1040
Mumbai,INDIA,07-11-2018,Ketchups,Central,Groceries,Take Away,Maharastra,1049,2856,54
Mumbai,INDIA,14-06-2015,Meat,Central,Groceries,Take Away,Maharastra,1062,4032,138
Mumbai,INDIA,14-06-2015,Milk,Central,Groceries,Take Away,Maharastra,1476,4032,1138
Mumbai,INDIA,20-06-2016,Milk,Central,Groceries,Take Away,Maharastra,1275,11592,15
Mumbai,INDIA,02-04-2017,Milk,Central,Groceries,Take Away,Maharastra,1420,11424,149
Mumbai,INDIA,25-11-2017,Milk,Central,Groceries,Take Away,Maharastra,1059,6384,35
Mumbai,INDIA,10-01-2018,Milk,Central,Groceries,Take Away,Maharastra,1099,6384,40
Mumbai,INDIA,07-02-2018,Milk,Central,Groceries,Take Away,Maharastra,1312,2940,1003
Mumbai,INDIA,07-11-2018,Milk,Central,Groceries,Take Away,Maharastra,1148,2856,1054
Mumbai,INDIA,18-06-2018,Soft-drink,Central,Groceries,Take Away,Maharastra,2952,7560,1225
Mumbai,INDIA,02-04-2017,Vegetables,Central,Groceries,Take Away,Maharastra,1230,11424,1149
Mumbai,INDIA,25-11-2017,Vegetables,Central,Groceries,Take Away,Maharastra,2050,6384,1035
Mumbai,INDIA,02-05-2018,Vegetables,Central,Groceries,Take Away,Maharastra,1006,3108,23
Mumbai,INDIA,14-08-2018,Vegetables,Central,Groceries,Take Away,Maharastra,2378,12600,1066
Mumbai,INDIA,06-10-2018,Vegetables,Central,Groceries,Take Away,Maharastra,16400,67116,1093
Pune,INDIA,21-03-2018,Beverages,Central,Groceries,Take Away,Maharastra,0,16716,965
Pune,INDIA,07-08-2016,Cheese,Central,Groceries,Take Away,Maharastra,1886,5460,1847
Pune,INDIA,26-12-2018,Cheese,Central,Groceries,Take Away,Maharastra,738,1680,1873
Pune,INDIA,29-08-2018,Detergents,Central,Groceries,Take Away,Maharastra,82,2856,859
Pune,INDIA,26-12-2018,Detergents,Central,Groceries,Take Away,Maharastra,738,1680,873
Pune,INDIA,18-06-2018,Fish,Central,Groceries,Take Away,Maharastra,246,2352,1806
Pune,INDIA,07-08-2016,Fruits,Central,Groceries,Take Away,Maharastra,1886,5460,847
Pune,INDIA,18-10-2017,Milk,Central,Groceries,Take Away,Maharastra,738,7224,915
Pune,INDIA,31-03-2018,Milk,Central,Groceries,Take Away,Maharastra,1371,32088,301
Pune,INDIA,29-08-2018,Milk,Central,Groceries,Take Away,Maharastra,82,2856,1859
Pune,INDIA,28-10-2016,Vegetables,Central,Groceries,Take Away,Maharastra,246,1848,1334
Pune,INDIA,06-11-2017,Vegetables,Central,Groceries,Take Away,Maharastra,1469,14028,315
Pune,INDIA,18-06-2018,Vegetables,Central,Groceries,Take Away,Maharastra,246,2352,806
Bubneshwar,INDIA,29-03-2018,Beverages,Central,Groceries,Take Away,Orissa,1200,2856,245
Bubneshwar,INDIA,07-08-2016,Bread,Central,Groceries,Take Away,Orissa,82,2436,844
Bubneshwar,INDIA,07-06-2015,Butter,Central,Groceries,Take Away,Orissa,2132,19992,1816
Bubneshwar,INDIA,22-06-2017,Butter,Central,Groceries,Take Away,Orissa,410,32172,1372
Bubneshwar,INDIA,13-12-2018,Detergents,Central,Groceries,Take Away,Orissa,1148,7980,1883
Bubneshwar,INDIA,14-06-2016,Eggs,Central,Groceries,Take Away,Orissa,3608,41328,894
Bubneshwar,INDIA,13-12-2018,Eggs,Central,Groceries,Take Away,Orissa,1148,7980,883
Bubneshwar,INDIA,08-11-2015,Fruits,Central,Groceries,Take Away,Orissa,6232,13944,1329
Bubneshwar,INDIA,27-08-2018,Fruits,Central,Groceries,Take Away,Orissa,1397,2856,346
Bubneshwar,INDIA,27-08-2018,Ice- creams,Central,Groceries,Take Away,Orissa,902,2856,1346
Bubneshwar,INDIA,06-01-2018,Ketchups,Central,Groceries,Take Away,Orissa,11398,29988,1292
Bubneshwar,INDIA,07-06-2015,Meat,Central,Groceries,Take Away,Orissa,2132,19992,816
Bubneshwar,INDIA,08-11-2015,Milk,Central,Groceries,Take Away,Orissa,1167,13944,329
Bubneshwar,INDIA,24-11-2016,Vegetables,Central,Groceries,Take Away,Orissa,1042,32256,319
Bubneshwar,INDIA,24-11-2016,Vegetables,Central,Groceries,Take Away,Orissa,3526,32256,1319
Bubneshwar,INDIA,19-02-2017,Vegetables,Central,Groceries,Take Away,Orissa,1066,4032,1206
Bubneshwar,INDIA,22-06-2017,Vegetables,Central,Groceries,Take Away,Orissa,1136,32172,372
Bubneshwar,INDIA,06-01-2018,Vegetables,Central,Groceries,Take Away,Orissa,1220,29988,292
Bubneshwar,INDIA,19-02-2017,Yogurt,Central,Groceries,Take Away,Orissa,1297,4032,206
Tirupati,INDIA,27-09-2017,Foot Wear,North,Fashion,Take Away,Arunachal Pradesh,1558,4032,1776
Dibrugarh,INDIA,30-06-2016,Accessories,North,Fashion,Take Away,Assam,12628,64596,1566
Dibrugarh,INDIA,28-08-2016,Accessories,North,Fashion,Take Away,Assam,410,4116,1636
Dibrugarh,INDIA,12-06-2018,Ethnic Wear,North,Fashion,Take Away,Assam,328,17472,1582
Dibrugarh,INDIA,16-11-2016,Foot Wear,North,Fashion,Take Away,Assam,2952,12516,1694
Dibrugarh,INDIA,16-04-2017,Foot Wear,North,Fashion,Take Away,Assam,1312,4452,1537
Dibrugarh,INDIA,30-06-2016,Sleep Wear,North,Fashion,Take Away,Assam,1230,28896,1568
Dibrugarh,INDIA,12-06-2018,Sleep Wear,North,Fashion,Take Away,Assam,1148,12936,1581
Dibrugarh,INDIA,25-07-2017,Sport Wear,North,Fashion,Take Away,Assam,574,24024,1769
Dibrugarh,INDIA,16-02-2018,Sport Wear,North,Fashion,Take Away,Assam,3526,18228,1507
Dibrugarh,INDIA,30-07-2018,Sport Wear,North,Fashion,Take Away,Assam,5248,22008,1532
Dibrugarh,INDIA,28-05-2015,Western Wear,North,Fashion,Take Away,Assam,1148,3696,1928
Dibrugarh,INDIA,28-05-2015,Western Wear,North,Fashion,Take Away,Assam,32390,69468,1926
Dibrugarh,INDIA,21-04-2016,Western Wear,North,Fashion,Take Away,Assam,492,4032,1509
Dibrugarh,INDIA,02-07-2016,Western Wear,North,Fashion,Take Away,Assam,26240,59808,1661
Dibrugarh,INDIA,19-02-2017,Western Wear,North,Fashion,Take Away,Assam,2132,8652,1609
Dibrugarh,INDIA,19-12-2017,Western Wear,North,Fashion,Take Away,Assam,82,5964,1530
Dibrugarh,INDIA,25-09-2018,Western Wear,North,Fashion,Take Away,Assam,984,3528,1921
Ananthpur,INDIA,06-08-2018,Ethnic Wear,North,Fashion,Take Away,Daman And Diu,6314,14952,1516
Ananthpur,INDIA,10-06-2018,Western Wear,North,Fashion,Take Away,Daman And Diu,6232,70644,1487
Gurgaon,INDIA,22-12-2016,Accessories,North,Fashion,Take Away,Haryana,,163968,1576
Gurgaon,INDIA,16-02-2018,Accessories,North,Fashion,Take Away,Haryana,1148,3528,1508
Gurgaon,INDIA,07-02-2015,Ethnic Wear,North,Fashion,Take Away,Haryana,902,2604,1524
Gurgaon,INDIA,22-12-2016,Ethnic Wear,North,Fashion,Take Away,Haryana,5740,20916,1578
Gurgaon,INDIA,25-12-2017,Sleep Wear,North,Fashion,Take Away,Haryana,12874,33096,1600
Gurgaon,INDIA,30-07-2018,Sleep Wear,North,Fashion,Take Away,Haryana,6068,25032,1531
Gurgaon,INDIA,19-08-2018,Sport Wear,North,Fashion,Take Away,Haryana,3854,7980,1541
Gurgaon,INDIA,06-03-2016,Western Wear,North,Fashion,Take Away,Haryana,0,11508,1571
Gurgaon,INDIA,24-07-2016,Western Wear,North,Fashion,Take Away,Haryana,1148,7812,1522
Gurgaon,INDIA,09-09-2017,Western Wear,North,Fashion,Take Away,Haryana,5904,18984,1606
Gurgaon,INDIA,14-04-2018,Western Wear,North,Fashion,Take Away,Haryana,15580,177408,1501
Gurgaon,INDIA,12-11-2018,Western Wear,North,Fashion,Take Away,Haryana,6806,7308,1622
Rewari,INDIA,17-05-2017,Accessories,North,Fashion,Take Away,Haryana,23944,25536,1739
